BUDGETUNIT,SCHOOLID,SCHOOLNAME,SCHOOLADDR,GOVERNANCE,COLLABORAT,GEOGRAPHIC,MANAGEDBYN,CPSUNIT,1314_NCES,1314_CPS U,1314_ISBE,1314_Oracl,1314_Class,1314_Schoo,1314_S_Typ,1314_Sch_1,1314_Gover,1314_Chart,1314_Grade,1314_Atten,1314_Progr,1314_Ward,1314_Commu,1314_Com_1,1314_IL Se,1314_IL Re,1314_US Co,1314_Geogr,1314_Geo_1,1314_Cook,1314_Censu,X,Y,Location 1
U63011,400009,GLOBAL CITIZENSHIP CHTR,4647 W 47th St,Charter,Network 8,Network 8,Charter,2025,170993006035,2025,15016299025229C,63011,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-6th,NA||,23,56,Garfield Ridge,1,1,3,McKinley Park,17,11,170315604001001,-87.740097436138299,41.807578507967058,"4647 W 47th St
(41.807578507967, -87.74009743613)"
U66291,400010,ACE TECHNICAL CHTR HS,5410 S State St,Charter,Network 9,Network 9,Charter,7950,170993005684,7950,15016299025009C,66291,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,HS,9th-12th,NA||,3,40,Washington Park,3,5,7,Bronzeville,15,2,170318361002000,-87.625849037068903,41.796121509950403,"5410 S State St
(41.796121509950, -87.62584903706)"
U66151,400011,"LOCKE, A CHTR",3141 W Jackson Blvd,Charter,Network 5,Network 5,Charter,4730,170993003564,4730,15016299025206C,66151,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,PK-8th,NA||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,2,170312712001023,-87.705234526259488,41.877248352992105,"3141 W Jackson Blvd
(41.877248352992, -87.70523452625)"
U66551,400012,AMANDLA CHTR HS,6800 S Stewart Ave,Charter,Network 11,Network 11,Charter,2035,170993005986,2035,15016299025227C,66551,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,ES-HS,5th-10th,NA||,6,68,Englewood,16,32,1,Englewood,4,3,170316812003013,-87.635471569266358,41.770802254890768,"6800 S Stewart Ave
(41.770802254890, -87.63547156926)"
U66254,400013,ASPIRA CHTR - EARLY COLLEGE HS,3986 W Barry Ave,Charter,Network 4,Network 4,Charter,7803,170993005663,7803,15016299025008C,66254,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,31,21,Avondale,20,39,4,Logan,9,8,170312105012024,-87.727137154528961,41.937296122408,"3986 W Barry Ave
(41.937296122408, -87.72713715452)"
U66251,400015,ASPIRA CHTR - RAMIREZ HS,1711 N California Ave,Charter,Network 5,Network 5,Charter,7800,170993005663,7800,15016299025008C,66251,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,1,24,West Town,2,4,4,Humboldt Park,21,8,170312407001004,-87.695521830102891,41.912497607519747,"1711 N California Ave
(41.912497607519, -87.69552183010)"
U66351,400017,ASPIRA CHTR - HAUGAN,3729 W Leland Ave,Charter,Network 1,Network 1,Charter,3500,170993005663,3500,15016299025008C,66351,CPS,Charter,Charter,MS,Charter,Original Replicating Charters,ES,6th-8th,NA||,39,14,Albany Park,20,40,4,Albany Irving,27,8,170311406023008,-87.721824665580826,41.966405668114739,"3729 W Leland Ave
(41.966405668114, -87.72182466558)"
U66411,400018,AUSTIN BUS & ENTRP HS,231 N Pine Ave,District,Network 3,Network 3,Network 3,7020,170993099980,7020,150162990250839,66411,CPS,Regular,"District, non-alternative",HS,District,,HS,9th-12th,NA||,28,25,Austin,4,8,7,Austin,25,1,170312519003008,-87.761891016890431,41.88420467213534,"231 N Pine Ave
(41.884204672135, -87.76189101689)"
U66421,400019,BRONZEVILLE LIGHTHOUSE CHTR,8 W Root St,Charter,Network 9,Network 9,Charter,3990,170993099983,3990,15016299025222C,66421,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313805001006,-87.626621801472865,41.819276611211805,"8 W Root St
(41.819276611211, -87.62662180147)"
U66431,400020,CATALYST CHTR - HOWLAND,1616 S Spaulding Ave,Charter,Network 5,Network 5,Charter,4370,170993099982,4370,15016299025223C,66431,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters Multi-charter,ES,K-8th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318415002021,-87.707698518833126,41.858553288660204,"1616 S Spaulding Ave
(41.858553288660, -87.70769851883)"
U66432,400021,CATALYST CHTR - CIRCLE ROCK,5608 W Washington Blvd,Charter,Network 3,Network 3,Charter,4371,170993005935,4371,15016299025228C,66432,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters Multi-charter,ES,K-8th,NA||,29,25,Austin,4,8,7,Austin,25,1,170312520002000,-87.765321978342584,41.882322221506584,"5608 W Washington Blvd
(41.882322221506, -87.76532197834)"
U63051,400022,CHGO ARTS CONTR HS,2714 W Augusta Blvd,Contract,Network 5,Network 5,Contract,8047,170993006058,8047,150162990250851,63051,CPS,Contract,Contract,HS,Contract,0.0,HS,9th-12th,NA||,4,35,Douglas,13,26,1,Bronzeville,15,3,170313510002005,-87.694945011320456,41.899376573644624,"2714 W Augusta Blvd
(41.899376573644, -87.69494501132)"
U66371,400023,CICS - AVALON / SOUTH SHORE,1501 E 83rd Pl,Charter,Network 12,Network 12,Charter,6580,170993003505,6580,15016299025201C,66371,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,8,45,Avalon Park,17,33,1,Chatham,12,4,170318343003006,-87.587927641068731,41.743179420821882,"1501 E 83rd Pl
(41.743179420821, -87.58792764106)"
U66231,400024,CICS - BASIL,1816 W Garfield Blvd,Charter,Network 11,Network 11,Charter,7130,170993003505,7130,15016299025201C,66231,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,PK-8th,NA||,16,61,New City,3,6,7,Englewood,4,11,170316117001012,-87.6702426574318,41.79404286409499,"1816 W Garfield Blvd
(41.794042864095, -87.67024265743)"
U,400156,NOBLE CHTR - BUTLER,821 E 103rd St,Charter,Network 13,Network 13,Charter,9613,,9613,,,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,9,50,Pullman,17,34,2,Far South Side,22,4,170315002001003,-87.602573317429872,41.706666858674417,"821 E 103rd St
(41.706666858674, -87.60257331742)"
U66071,400025,CICS - BUCKTOWN,2235 N Hamilton Ave,Charter,Network 6,Network 6,Charter,4910,170993003505,4910,15016299025201C,66071,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,32,22,Logan Square,6,11,5,Near North,10,12,170318322001018,-87.681357964574971,41.922414630258118,"2235 N Hamilton Ave
(41.922414630258, -87.68135796457)"
U66075,400026,CICS - LOOMIS,9535 S Loomis St,Charter,Network 11,Network 11,Charter,4914,170993003505,4914,15016299025201C,66075,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-2nd,NA||,21,73,Washington Heights,14,27,1,Auburn Gresham,5,4,170317304002001,-87.657561058123633,41.720246423638372,"9535 S Loomis St
(41.720246423638, -87.65756105812)"
U66074,400027,CICS - IRVING PARK,3820 N Spaulding Ave,Charter,Network 1,Network 1,Charter,4913,170993003505,4913,15016299025201C,66074,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,33,16,Irving Park,20,40,4,Albany Irving,27,8,170311608005019,-87.710492428688497,41.95089127525187,"3820 N Spaulding Ave
(41.950891275251, -87.71049242868)"
U66161,400028,CICS - PRAIRIE,11530 S Prairie Ave,Charter,Network 13,Network 13,Charter,4220,170993003505,4220,15016299025201C,66161,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,9,53,West Pullman,17,34,2,Far South Side,22,5,170315301001015,-87.616888382055194,41.684433039049402,"11530 S Prairie Ave
(41.684433039049, -87.61688838205)"
U66181,400029,CICS - WASHINGTON PARK,6105 S Michigan Ave,Charter,Network 9,Network 9,Charter,2290,170993003505,2290,15016299025201C,66181,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,20,40,Washington Park,3,5,1,Woodlawn,13,2,170314008002007,-87.62206845448577,41.783616846957237,"6105 S Michigan Ave
(41.783616846957, -87.62206845448)"
U66221,400030,CICS - WEST BELDEN,2245 N McVicker Ave,Charter,Network 3,Network 3,Charter,7120,170993003505,7120,15016299025201C,66221,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,37,19,Belmont Cragin,2,3,4,Belmont Cragin,26,8,170311913011018,-87.776748539070297,41.921687495626905,"2245 N McVicker Ave
(41.921687495626, -87.77674853907)"
U66381,400031,CICS - WRIGHTWOOD,8130 S California Ave,Charter,Network 10,Network 10,Charter,3180,170993003505,3180,15016299025201C,66381,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,18,70,Ashburn,16,31,1,Ashburn,6,3,170317005013036,-87.692614398988823,41.745365451015481,"8130 S California Ave
(41.745365451015, -87.69261439898)"
U66072,400032,CICS - ELLISON,1817 W 80th St,Charter,Network 11,Network 11,Charter,4911,170993003505,4911,15016299025201C,66072,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,18,71,Auburn Gresham,16,31,1,Auburn Gresham,5,3,170317105003002,-87.66897963927255,41.748382408774056,"1817 W 80th St
(41.748382408774, -87.66897963927)"
U66061,400033,CICS - LONGWOOD,1309 W 95th St,Charter,Network 11,Network 11,Charter,2420,170993003505,2420,15016299025201C,66061,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,21,73,Washington Heights,14,27,1,Auburn Gresham,5,4,170317304002001,-87.655768132897236,41.721221433277265,"1309 W 95th St
(41.721221433277, -87.65576813289)"
U66241,400034,CICS - NORTHTOWN,3900 W Peterson Ave,Charter,Network 1,Network 1,Charter,7740,170993003505,7740,15016299025201C,66241,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,39,13,North Park,8,15,5,Albany Irving,27,10,170311301002003,-87.726504264362248,41.990245011963296,"3900 W Peterson Ave
(41.990245011963, -87.72650426436)"
U66281,400035,CHGO MATH & SCI ACAD CHTR HS,7212 N Clark St,Charter,Network 2,Network 2,Charter,7940,170993005092,7940,15016299025217C,66281,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,ES-HS,6th-12th,NA||,49,1,Rogers Park,7,14,9,Ravenswood,30,13,170310102022002,-87.674818417872459,42.01303149005998,"7212 N Clark St
(42.01303149006, -87.67481841787)"
U66481,400036,CHICAGO VIRTUAL CHTR HS,38 S Peoria St,Charter,Network 6,Network 6,Charter,7700,170993099984,7700,15016299025225C,66481,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,ES-HS,K-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318331001005,-87.649772484878639,41.880550112474559,"38 S Peoria St
(41.880550112474, -87.64977248487)"
U63061,400038,COMMUNITY CONTR,1239 S Pulaski Rd,Contract,Network 5,Network 5,Contract,1225,170993005977,1225,150162990250846,63061,Option,Contract,Alternative/Contract,HS,Contract,0.0,HS,11th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318387003008,-87.725022020212009,41.864952259766646,"1239 S Pulaski Rd
(41.864952259766, -87.72502202021)"
U66331,400039,ERIE CHTR,1405 N Washtenaw Ave,Charter,Network 5,Network 5,Charter,5780,170993005797,5780,15016299025219C,66331,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,26,24,West Town,2,4,4,Humboldt Park,21,8,170312410001005,-87.694364445539591,41.906770635439479,"1405 N Washtenaw Ave
(41.906770635439, -87.69436444553)"
U26901,400040,FRAZIER CHTR,3711 W Douglas Blvd,Charter,Network 5,Network 5,Charter,6650,170993005934,6650,150162990252946,26901,CPS,Charter,Charter,ES,Charter,Non-replicating Charters,ES,PK-8th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318430002027,-87.717641976117861,41.862076864205221,"3711 W Douglas Blvd
(41.862076864205, -87.71764197611)"
U66341,400041,GALAPAGOS CHTR,3814 W Iowa St,Charter,Network 5,Network 5,Charter,5840,170993005798,5840,15016299025220C,66341,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170312312003002,-87.721959038702508,41.897313025044312,"3814 W Iowa St
(41.897313025044, -87.72195903870)"
U67091,400042,FORD CHTR HS,931 S Homan Ave,Charter,Network 5,Network 5,Charter,1165,170993005978,1165,15016299025011C,67091,CPS,Charter,Charter,HS,Charter,Non-replicating  Charters,HS,11th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318430001001,-87.710301876171357,41.869318476784535,"931 S Homan Ave
(41.869318476784, -87.71030187617)"
U63031,400043,HOPE CONTR ES,1628 W Washington,Contract,Network 6,Network 6,Contract,8067,,8067,150162990252961,63031,CPS,Contract,Contract,ES,Contract,0.0,ES,K-6th,NA||,27,28,Near West Side,5,10,7,Near West,23,1,170312804001036,-87.668076945860605,41.883362027166704,"1628 W Washington
(41.883362027166, -87.66807694586)"
U66261,400044,KIPP CHTR - ASCEND,1616 S Avers Ave,Charter,Network 5,Network 5,Charter,7810,170993005683,7810,15016299025215C,66261,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170312924001002,-87.721070646670825,41.858369744061115,"1616 S Avers Ave
(41.858369744061, -87.72107064667)"
U63041,400045,NKRUMAH CHTR,314 W 108th St,Charter,Network 13,Network 13,Charter,2055,170993006034,2055,15016299025231C,63041,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,21,71,Auburn Gresham,14,27,1,Far South Side,22,4,170317110002014,-87.631058148428608,41.698040488467711,"314 W 108th St
(41.698040488467, -87.63105814842)"
U66211,400046,LEARN CHTR - BUTLER,1132 S Homan Ave,Charter,Network 5,Network 5,Charter,6770,170993004270,6770,15016299025208C,66211,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,PK-8th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318430001027,-87.710679480174974,41.867272714257382,"1132 S Homan Ave
(41.867272714257, -87.71067948017)"
U66562,400047,LEARN CHTR - CAMPBELL,212 S Francisco Ave,Charter,Network 5,Network 5,Charter,8072,170993004270,8072,15016299025208C,66562,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,28,27,East Garfield Park,5,10,7,Garfield - West Humboldt,20,2,170318370001007,-87.698738720209974,41.877860631635038,"212 S Francisco Ave
(41.877860631635, -87.69873872021)"
U66561,400048,LEARN CHTR - EXCEL,2401 W Congress Pkwy,Charter,Network 6,Network 6,Charter,6775,170993004270,6775,15016299025208C,66561,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-7th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170312827002013,-87.686568370918167,41.874687141195608,"2401 W Congress Pkwy
(41.874687141195, -87.68656837091)"
U67071,400049,LEGACY CHTR,4217 W 18th St,Charter,Network 5,Network 5,Charter,5870,170993005799,5870,15016299025221C,67071,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170312925004016,-87.730348148174158,41.856859158589614,"4217 W 18th St
(41.856859158589, -87.73034814817)"
U66271,400050,NAMASTE CHTR,3737 S Paulina St,Charter,Network 8,Network 8,Charter,7920,170993005102,7920,15016299025218C,66271,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,11,59,Mckinley Park,1,2,3,McKinley Park,17,11,170315907002026,-87.667724043149832,41.82569975999774,"3737 S Paulina St
(41.825699759997, -87.66772404314)"
U66141,400051,NOBLE CHTR - NOBLE,1010 N Noble St,Charter,Network 6,Network 6,Charter,1930,170993003479,1930,15016299025006C,66141,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,1,170312420001004,-87.662627781665307,41.900190521037324,"1010 N Noble St
(41.900190521037, -87.66262778166)"
U66146,400052,NOBLE CHTR - COMER,7200 S Ingleside Ave,Charter,Network 12,Network 12,Charter,1935,170993003479,1935,15016299025006C,66146,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,ES-HS,6th-12th,NA||,5,69,Greater Grand Crossing,3,5,1,South Shore,11,3,170318418002035,-87.601973572567559,41.764082993334775,"7200 S Ingleside Ave
(41.764082993334, -87.60197357256)"
U66145,400053,NOBLE CHTR - GOLDER,1454 W Superior St,Charter,Network 6,Network 6,Charter,1934,170993003479,1934,15016299025006C,66145,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,8,170312433001004,-87.6644829982624,41.895282194332282,"1454 W Superior St
(41.895282194332, -87.66448299826)"
U,400157,NOBLE CHTR - BAKER COLLEGE PREP,2710 E 89th St,Charter,Network 12,Network 12,Charter,9614,,9614,,,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,7,46,South Chicago,13,26,2,South Shore,11,4,170314606001016,-87.556201441256732,41.734622371706166,"2710 E 89th St
(41.734622371706, -87.55620144125)"
U66142,400054,NOBLE CHTR - PRITZKER,4131 W Cortland Ave,Charter,Network 4,Network 4,Charter,1931,170993003479,1931,15016299025006C,66142,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,30,20,Hermosa,2,4,4,Logan,9,8,170318312003014,-87.730126715112348,41.915214107112199,"4131 W Cortland Ave
(41.915214107112, -87.73012671511)"
U66143,400055,NOBLE CHTR - RAUNER,1337 W Ohio St,Charter,Network 6,Network 6,Charter,1932,170993003479,1932,15016299025006C,66143,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,24,West Town,2,4,5,Near North,10,1,170312434003006,-87.66085887018302,41.892425012737007,"1337 W Ohio St
(41.892425012737, -87.66085887018)"
U66144,400056,NOBLE CHTR - ROWE CLARK,3645 W Chicago Ave,Charter,Network 5,Network 5,Charter,1933,170993003479,1933,15016299025006C,66144,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170312315004004,-87.718046767450446,41.89536225867873,"3645 W Chicago Ave
(41.895362258678, -87.71804676745)"
U66147,400057,NOBLE CHTR - UIC,1231 S Damen Ave,Charter,Network 6,Network 6,Charter,1936,170993003479,1936,15016299025006C,66147,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,2,28,Near West Side,5,9,7,Near West,23,2,170318429004028,-87.676110929284391,41.865817413766074,"1231 S Damen Ave
(41.865817413766, -87.67611092928)"
U66091,400058,NTH LAWNDALE CHTR - CHRISTIANA,1615 S. Christiana Ave.,Charter,Network 5,Network 5,Charter,1105,170993003474,1105,15016299025005C,66091,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318415002021,-87.708987110666399,41.858563554529653,"1615 S. Christiana Ave.
(41.858563554529, -87.70898711066)"
U66092,400059,NORTH LAWNDALE CHTR - COLLINS,1313 S Sacramento Dr,Charter,Network 5,Network 5,Charter,1106,170993003474,1106,15016299025005C,66092,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,24,29,North Lawndale,5,9,7,North Lawndale,19,2,170318431001005,-87.700680600501002,41.864145843433313,"1313 S Sacramento Dr
(41.864145843433, -87.70068060050)"
U66191,400060,ASIAN HUMAN SERVICES CHTR - PASSAGES,1643 W Bryn Mawr Ave,Charter,Network 2,Network 2,Charter,6850,170993005682,6850,15016299025214C,66191,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,40,77,Edgewater,7,13,9,Ravenswood,30,12,170310309001002,-87.671160419590635,41.983371436428101,"1643 W Bryn Mawr Ave
(41.983371436428, -87.67116041959)"
U66052,400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,8131 S May St,Charter,Network 11,Network 11,Charter,1961,170993003450,1961,15016299025003C,66052,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,ES-HS,6th-12th,NA||,21,71,Auburn Gresham,16,31,1,Auburn Gresham,5,4,170317108006008,-87.652045088038648,41.745960831994658,"8131 S May St
(41.745960831994, -87.65204508803)"
U66053,400062,PERSPECTIVES CHTR - TECH HS,8131 S May St,Charter,Network 11,Network 11,Charter,1962,170993003450,1962,15016299025003C,66053,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,9th-12th,NA||,21,71,Auburn Gresham,16,31,1,Auburn Gresham,5,4,170317108006008,-87.650657024331636,41.745949019501076,"8131 S May St
(41.745949019501, -87.65065702433)"
U66051,400064,PERSPECTIVES CHTR - JOSLIN,1930 S Archer Ave,Charter,Network 6,Network 6,Charter,1960,170993003450,1960,15016299025003C,66051,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,ES-HS,6th-12th,NA||,3,33,Near South Side,3,6,7,Loop,1,2,170313302002037,-87.628530901262565,41.855999104967921,"1930 S Archer Ave
(41.855999104967, -87.62853090126)"
U66056,400066,PERSPECTIVES CHTR - IIT,3663 S Wabash Ave,Charter,Network 9,Network 9,Charter,1964,170993003450,1964,15016299025003C,66056,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,ES-HS,6th-12th,NA||,3,35,Douglas,3,5,7,Bronzeville,15,3,170313514001017,-87.624787720274242,41.827783857483098,"3663 S Wabash Ave
(41.827783857483, -87.62478772027)"
U63021,400068,PLATO CONTR,5545 W Harrison St,Contract,Network 3,Network 3,Contract,2045,170993005980,2045,150162990252951,63021,CPS,Contract,Contract,ES,Contract,0.0,ES,K-8th,NA||,29,25,Austin,4,8,7,Austin,25,1,170318314002003,-87.763336932239866,41.872760428762916,"5545 W Harrison St
(41.872760428762, -87.76333693223)"
U67081,400069,POLARIS CHTR,620 N Sawyer Ave,Charter,Network 5,Network 5,Charter,4150,170993005919,4150,15016299025226C,67081,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,27,23,Humboldt Park,5,10,7,Garfield - West Humboldt,20,1,170318367001016,-87.707796474333534,41.892550174310855,"620 N Sawyer Ave
(41.892550174310, -87.70779647433)"
U66491,400070,PROLOGUE CONTR HS,1135 N Cleaver St,Contract,Network 6,Network 6,Contract,1135,170993005932,1135,150162990253788,66491,Option,Contract,Alternative/Contract,HS,Contract,0.0,HS,9th-12th,NA||,27,24,West Town,5,10,7,Near North,10,1,170312420003000,-87.663540808568328,41.903070179969177,"1135 N Cleaver St
(41.903070179969, -87.66354080856)"
U66471,400071,PROVIDENCE CHTR - BUNCHE,6515 S Ashland Ave,Charter,Network 11,Network 11,Charter,6700,170993099981,6700,15016299025224C,66471,CPS,Charter,Charter,ES,Charter,Non-replicating  Charters,ES,K-8th,NA||,17,67,West Englewood,16,32,7,Englewood,4,2,170316711001014,-87.66399582979237,41.775367367914654,"6515 S Ashland Ave
(41.775367367914, -87.66399582979)"
U66121,400072,SHABAZZ CHTR - SHABAZZ,7823 S Ellis Ave,Charter,Network 12,Network 12,Charter,4520,170993003539,4520,15016299025203C,66121,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,8,69,Greater Grand Crossing,3,5,1,South Shore,11,3,170316915002025,-87.600254553696772,41.752458489265088,"7823 S Ellis Ave
(41.752458489265, -87.60025455369)"
U66311,400073,SHABAZZ CHTR - DUSABLE,4934 S Wabash Ave,Charter,Network 9,Network 9,Charter,4140,170993003539,4140,15016299025203C,66311,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,HS,10th-12th,NA||,3,38,Grand Boulevard,3,5,7,Bronzeville,15,3,170313818001010,-87.625015150010782,41.804309326918855,"4934 S Wabash Ave
(41.804309326918, -87.62501515001)"
U66401,400074,SHABAZZ CHTR - SIZEMORE,6936 S Hermitage Ave,Charter,Network 11,Network 11,Charter,5130,170993003539,5130,15016299025203C,66401,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,17,67,West Englewood,16,32,7,Englewood,4,2,170316715003015,-87.667639007825116,41.767390113231414,"6936 S Hermitage Ave
(41.767390113231, -87.66763900782)"
U66321,400075,UNIV OF CHGO CHTR - DONOGHUE,707 E 37th St,Charter,Network 9,Network 9,Charter,2600,170993003542,2600,15016299025204C,66321,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,PK-6th,NA||,4,36,Oakland,13,26,1,Bronzeville,15,3,170318365002008,-87.608500780731688,41.827726081690031,"707 E 37th St
(41.82772608169, -87.60850078073)"
U66111,400076,UNIV OF CHGO CHTR - NKO,1119 E 46th St,Charter,Network 9,Network 9,Charter,3060,170993003542,3060,15016299025204C,66111,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,PK-5th,NA||,4,39,Kenwood,13,25,7,Bronzeville,15,3,170313902001006,-87.598786268223591,41.81118286697258,"1119 E 46th St
(41.811182866972, -87.59878626822)"
U66112,400077,UNIV OF CHGO CHTR - WOODLAWN,6420 S University Ave,Charter,Network 9,Network 9,Charter,3061,170993003542,3061,15016299025204C,66112,CPS,Charter,Charter,HS,Charter,Original Replicating Charters,ES-HS,6th-12th,NA||,20,42,Woodlawn,13,26,1,Woodlawn,13,3,170318344001008,-87.598113919566458,41.778129698445674,"6420 S University Ave
(41.778129698445, -87.59811391956)"
U66113,400078,UNIV OF CHGO CHTR - WOODSON,4444 S Evans Ave,Charter,Network 9,Network 9,Charter,3062,170993003542,3062,15016299025204C,66113,CPS,Charter,Charter,MS,Charter,Original Replicating Charters,ES,6th-8th,NA||,3,38,Grand Boulevard,13,26,1,Bronzeville,15,3,170318360003014,-87.608425622009221,41.813547304621501,"4444 S Evans Ave
(41.813547304621, -87.60842562200)"
U66395,400079,UNO CHTR - SPC DANIEL ZIZUMBO,4248 W 47th St,Charter,Network 8,Network 8,Charter,3344,170993003555,3344,15016299025205C,66395,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,14,57,Archer Heights,1,1,4,McKinley Park,17,11,170315702001016,-87.730495117085226,41.810134787396748,"4248 W 47th St
(41.810134787396, -87.73049511708)"
U66396,400080,UNO CHTR - PFC OMAR E.TORRES,4248 W 47th St,Charter,Network 8,Network 8,Charter,3345,170993003555,3345,15016299025205C,66396,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,14,57,Archer Heights,1,1,4,McKinley Park,17,11,170315702001016,-87.730450443242219,41.808199806707478,"4248 W 47th St
(41.808199806707, -87.73045044324)"
U66392,400081,UNO CHTR - DE LAS CASAS,1641 W 16th St,Charter,Network 7,Network 7,Charter,3341,170993003555,3341,15016299025205C,66392,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,25,31,Lower West Side,1,2,4,Pilsen - Little Village,16,7,170313108001001,-87.667949169384258,41.859504008440034,"1641 W 16th St
(41.85950400844, -87.66794916938)"
U66393,400082,UNO CHTR - FUENTES,2845 W Barry Ave,Charter,Network 4,Network 4,Charter,3342,170993003555,3342,15016299025205C,66393,CPS,Charter,Charter,ES,Charter,Original Replicating Charters,ES,K-8th,NA||,33,21,Avondale,20,40,4,Logan,9,8,170312108001007,-87.699593651553201,41.937475776174708,"2845 W Barry Ave
(41.937475776174, -87.69959365155)"
